offset,PCs In Normal Form,NEXTPc,Scale Degrees,file,Composer,Piece,Time Signature,Key,Mode,NEXTChord,PC1,SetClass,SetClassBigram,SDBigram
9,"[6, 9, 0]","[7, 11, 2]","[6, 9, 0]",brahms.undgehst,brahms,ndgehst,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",6,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[6, 9, 0]_[7, 11, 2]"
10,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",brahms.undgehst,brahms,ndgehst,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
11,"[0, 4, 7]",x,"[0, 4, 7]",brahms.undgehst,brahms,ndgehst,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
1,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
2,"[0, 4, 7]","[0, 1, 2]","[0, 4, 7]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",0,"[0, 4, 7]","[0, 4, 7]_0_[0, 1, 2]","[0, 4, 7]_[0, 1, 2]"
3,"[0, 1, 2]","[0, 4, 7]","[0, 1, 2]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",0,"[0, 1, 2]","[0, 1, 2]_0_[0, 4, 7]","[0, 1, 2]_[0, 4, 7]"
4,"[0, 4, 7]","[9, 0, 4]","[0, 4, 7]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",0,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[0, 4, 7]_[9, 0, 4]"
5,"[9, 0, 4]","[2, 5, 9]","[9, 0, 4]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",9,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[9, 0, 4]_[2, 5, 9]"
6,"[2, 5, 9]","[8, 0, 3]","[2, 5, 9]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",2,"[0, 3, 7]","[0, 3, 7]_6_[0, 4, 7]","[2, 5, 9]_[8, 0, 3]"
7,"[8, 0, 3]","[2, 5, 9]","[8, 0, 3]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",8,"[0, 4, 7]","[0, 4, 7]_6_[0, 3, 7]","[8, 0, 3]_[2, 5, 9]"
8,"[2, 5, 9]","[8, 0, 3]","[2, 5, 9]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",2,"[0, 3, 7]","[0, 3, 7]_6_[0, 4, 7]","[2, 5, 9]_[8, 0, 3]"
9,"[8, 0, 3]","[2, 5, 9]","[8, 0, 3]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",8,"[0, 4, 7]","[0, 4, 7]_6_[0, 3, 7]","[8, 0, 3]_[2, 5, 9]"
10,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
11,"[7, 11, 2]","[4, 7, 11]","[7, 11, 2]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[4, 7, 11]",7,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[7, 11, 2]_[4, 7, 11]"
12,"[4, 7, 11]","[7, 11, 2]","[4, 7, 11]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",4,"[0, 3, 7]","[0, 3, 7]_3_[0, 4, 7]","[4, 7, 11]_[7, 11, 2]"
13,"[7, 11, 2]","[2, 5, 9]","[7, 11, 2]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",7,"[0, 4, 7]","[0, 4, 7]_7_[0, 3, 7]","[7, 11, 2]_[2, 5, 9]"
14,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
15,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
16,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
17,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
18,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
19,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
20,"[0, 4, 7]","[11, 2, 5]","[0, 4, 7]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 6]","[0, 4, 7]_[11, 2, 5]"
21,"[11, 2, 5]","[8, 0, 3]","[11, 2, 5]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",11,"[0, 3, 6]","[0, 3, 6]_9_[0, 4, 7]","[11, 2, 5]_[8, 0, 3]"
22,"[8, 0, 3]","[0, 4, 7]","[8, 0, 3]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",8,"[0, 4, 7]","[0, 4, 7]_4_[0, 4, 7]","[8, 0, 3]_[0, 4, 7]"
23,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
24,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
25,"[0, 4, 7]","[0, 1, 2]","[0, 4, 7]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",0,"[0, 4, 7]","[0, 4, 7]_0_[0, 1, 2]","[0, 4, 7]_[0, 1, 2]"
26,"[0, 1, 2]",x,"[0, 1, 2]",campbell.barb,campbell,bell.barb,"[4, 1, 0.5]",0,Major,x,0,"[0, 1, 2]","[0, 1, 2]_2_[0, 3, 7]","[0, 1, 2]_[2, 5, 9]"
0,"[2, 5, 9]","[6, 9, 0]","[2, 5, 9]",chop.noc27-1,chop,c27-1,"[4, 1, 0.5]",0,Major,"[6, 9, 0]",2,"[0, 3, 7]","[0, 3, 7]_4_[0, 3, 6]","[2, 5, 9]_[6, 9, 0]"
1,"[6, 9, 0]","[7, 11, 2]","[6, 9, 0]",chop.noc27-1,chop,c27-1,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",6,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[6, 9, 0]_[7, 11, 2]"
2,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",chop.noc27-1,chop,c27-1,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
3,"[0, 4, 7]","[8, 0, 3]","[0, 4, 7]",chop.noc27-1,chop,c27-1,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",0,"[0, 4, 7]","[0, 4, 7]_8_[0, 4, 7]","[0, 4, 7]_[8, 0, 3]"
4,"[8, 0, 3]","[7, 11, 2]","[8, 0, 3]",chop.noc27-1,chop,c27-1,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",8,"[0, 4, 7]","[0, 4, 7]_11_[0, 4, 7]","[8, 0, 3]_[7, 11, 2]"
5,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",chop.noc27-1,chop,c27-1,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
6,"[0, 4, 7]",x,"[0, 4, 7]",chop.noc27-1,chop,c27-1,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
1,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
2,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
3,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
4,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
5,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
6,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
7,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
8,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
9,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
10,"[2, 5, 9]","[11, 2, 5]","[2, 5, 9]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",2,"[0, 3, 7]","[0, 3, 7]_9_[0, 3, 6]","[2, 5, 9]_[11, 2, 5]"
11,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
12,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
13,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
14,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
15,"[0, 4, 7]",x,"[0, 4, 7]",haydn.son22.III,haydn,22.III,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",haydn.sq20-4.I,haydn,20-4.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
1,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",haydn.sq20-4.I,haydn,20-4.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
2,"[0, 4, 7]","[11, 2, 5]","[0, 4, 7]",haydn.sq20-4.I,haydn,20-4.I,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 6]","[0, 4, 7]_[11, 2, 5]"
3,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",haydn.sq20-4.I,haydn,20-4.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
4,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",haydn.sq20-4.I,haydn,20-4.I,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
5,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",haydn.sq20-4.I,haydn,20-4.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
6,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",haydn.sq20-4.I,haydn,20-4.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
7,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",haydn.sq20-4.I,haydn,20-4.I,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
8,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",haydn.sq20-4.I,haydn,20-4.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
9,"[7, 11, 2]","[9, 0, 4]","[7, 11, 2]",haydn.sq20-4.I,haydn,20-4.I,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",7,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[7, 11, 2]_[9, 0, 4]"
10,"[9, 0, 4]",x,"[9, 0, 4]",haydn.sq20-4.I,haydn,20-4.I,"[4, 1, 0.5]",0,Major,x,9,"[0, 3, 7]","[0, 3, 7]_3_[0, 4, 7]","[9, 0, 4]_[0, 4, 7]"
0,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
1,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
2,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
3,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
4,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
5,"[5, 9, 0]","[7, 11, 2]","[5, 9, 0]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",5,"[0, 4, 7]","[0, 4, 7]_2_[0, 4, 7]","[5, 9, 0]_[7, 11, 2]"
6,"[7, 11, 2]","[5, 9, 0]","[7, 11, 2]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",7,"[0, 4, 7]","[0, 4, 7]_10_[0, 4, 7]","[7, 11, 2]_[5, 9, 0]"
7,"[5, 9, 0]","[4, 7, 11]","[5, 9, 0]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[4, 7, 11]",5,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 7]","[5, 9, 0]_[4, 7, 11]"
8,"[4, 7, 11]","[2, 5, 9]","[4, 7, 11]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",4,"[0, 3, 7]","[0, 3, 7]_10_[0, 3, 7]","[4, 7, 11]_[2, 5, 9]"
9,"[2, 5, 9]","[11, 2, 5]","[2, 5, 9]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",2,"[0, 3, 7]","[0, 3, 7]_9_[0, 3, 6]","[2, 5, 9]_[11, 2, 5]"
10,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
11,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
12,"[5, 9, 0]","[2, 5, 9]","[5, 9, 0]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",5,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[5, 9, 0]_[2, 5, 9]"
13,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
14,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
15,"[0, 4, 7]",x,"[0, 4, 7]",haydn.sq50-6.II,haydn,0-6.II,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[9, 0, 4]","[0, 4, 7]",haydn.sq74-3.II,haydn,4-3.II,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",0,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[0, 4, 7]_[9, 0, 4]"
1,"[9, 0, 4]","[2, 5, 9]","[9, 0, 4]",haydn.sq74-3.II,haydn,4-3.II,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",9,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[9, 0, 4]_[2, 5, 9]"
2,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",haydn.sq74-3.II,haydn,4-3.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
3,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",haydn.sq74-3.II,haydn,4-3.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
4,"[0, 4, 7]","[9, 0, 4]","[0, 4, 7]",haydn.sq74-3.II,haydn,4-3.II,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",0,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[0, 4, 7]_[9, 0, 4]"
5,"[9, 0, 4]",x,"[9, 0, 4]",haydn.sq74-3.II,haydn,4-3.II,"[4, 1, 0.5]",0,Major,x,9,"[0, 3, 7]","[0, 3, 7]_3_[0, 4, 7]","[9, 0, 4]_[0, 4, 7]"
0,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
1,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
2,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
3,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
4,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
5,"[5, 9, 0]","[2, 5, 9]","[5, 9, 0]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",5,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[5, 9, 0]_[2, 5, 9]"
6,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
7,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
8,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
9,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
10,"[0, 4, 7]","[1, 4, 8]","[0, 4, 7]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[1, 4, 8]",0,"[0, 4, 7]","[0, 4, 7]_1_[0, 3, 7]","[0, 4, 7]_[1, 4, 8]"
11,"[1, 4, 8]","[0, 4, 7]","[1, 4, 8]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",1,"[0, 3, 7]","[0, 3, 7]_11_[0, 4, 7]","[1, 4, 8]_[0, 4, 7]"
12,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
13,"[2, 5, 9]","[11, 2, 5]","[2, 5, 9]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",2,"[0, 3, 7]","[0, 3, 7]_9_[0, 3, 6]","[2, 5, 9]_[11, 2, 5]"
14,"[11, 2, 5]","[7, 11, 2]","[11, 2, 5]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",11,"[0, 3, 6]","[0, 3, 6]_8_[0, 4, 7]","[11, 2, 5]_[7, 11, 2]"
15,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
